path	size	sha256	asset
postgres/artifacts/src/postgresql-10.23.tar.bz2	19485297	94a4b2528372458e5662c18d406629266667c437198160a18cdfd2c4a4d6eee9	postgres_artifacts_src_postgresql-10.23.tar.bz2
postgres/artifacts/src/postgresql-11.22.tar.bz2	20482994	2cb7c97d7a0d7278851bbc9c61f467b69c094c72b81740b751108e7892ebe1f0	postgres_artifacts_src_postgresql-11.22.tar.bz2
postgres/artifacts/src/postgresql-12.22.tar.bz2	21305304	8df3c0474782589d3c6f374b5133b1bd14d168086edbc13c6e72e67dd4527a3b	postgres_artifacts_src_postgresql-12.22.tar.bz2
postgres/artifacts/src/postgresql-13.23.tar.bz2	21767253	6ec3c82726af92b7dec873fa1cdf881eca92a4219787dfad05acb6b10e041fd6	postgres_artifacts_src_postgresql-13.23.tar.bz2
postgres/artifacts/src/postgresql-14.23.tar.bz2	22586931	cc7216822b546330e29c2f91e123c8734a4c41795082145bb962aa712e8c94a5	postgres_artifacts_src_postgresql-14.23.tar.bz2
postgres/artifacts/src/postgresql-15.18.tar.bz2	23405115	11df0df97fe3ea4ba9a791faaf39cee1d2fe571e78885b5b55d8517d27c323b4	postgres_artifacts_src_postgresql-15.18.tar.bz2
postgres/artifacts/src/postgresql-16.14.tar.bz2	25106859	f6d077142737920858ce958ccdb75c6ee137a63b5b0853c70693d401ac7e3471	postgres_artifacts_src_postgresql-16.14.tar.bz2
postgres/artifacts/src/postgresql-17.10.tar.bz2	21664720	078a03516dcdbdb705fecaf415ea3d13a956c589e46f09fed68a06fb00598c90	postgres_artifacts_src_postgresql-17.10.tar.bz2
postgres/artifacts/src/postgresql-18.4.tar.bz2	22567173	81a81ec695fb0c7901407defaa1d2f7973617154cf27ba74e3a7ab8e64436094	postgres_artifacts_src_postgresql-18.4.tar.bz2
postgres/artifacts/src/postgresql-9.0.23.tar.bz2	15045569	3dbcbe19c814139a3f4be8bc6b49db804753cbc49979f345083e835c52b4d7de	postgres_artifacts_src_postgresql-9.0.23.tar.bz2
